event_uid,venue_uid,"start_date","end_date"
3630323,8346100,"2011-10-21","2011-10-21"
3630423,3816741,"2009-11-12","2009-12-19"
3631836,5340658,"2017-07-07","2017-08-12"
3632031,4029071,"2013-02-15","2013-02-15"
3634271,1647308,"2015-08-08","2015-08-08"
3639202,5527059,"2015-03-14","2015-04-18"
3642769,284892,"2013-02-23","2013-02-23"
3644584,7535394,"2011-10-22","2011-11-23"
3651312,7729187,"2014-07-12","2014-08-16"
3652624,5392379,"2013-04-19","2013-06-01"
3655537,9919206,"2010-08-27","2010-08-27"
3657302,606854,"2014-11-15","2014-11-15"
3657582,14221280,"2015-03-06","2015-04-11"
3658864,1153402,"2012-04-14","2012-04-14"
3659302,14221280,"2015-04-24","2015-04-24"
3662119,14199188,"2016-01-09","2016-02-27"
3663894,4079019,"2007-06-22","2007-08-04"
3665364,14221280,"2014-07-12","2014-07-12"
3666638,12821536,"2015-08-21","2015-09-04"
3667180,1647308,"2013-12-06","2013-12-07"
3668111,6569912,"2013-01-17","2013-01-17"
3673071,5392379,"2012-07-14","2012-08-18"
3680327,15370206,"2015-08-07","2015-09-11"
3680730,1396764,"2014-07-30","2014-09-30"
3682496,819363,"2016-03-10","2016-04-06"
3685287,1153402,"2013-11-22","2013-11-22"
3685874,6474523,"2011-10-15","2011-11-11"
3688844,5392379,"2014-05-03","2014-05-31"
3689201,9611157,"2007-07-14","2007-08-18"
3689307,6617588,"2011-06-17","2011-07-15"
3691086,1647308,"2014-11-21","2015-01-10"
3692672,476776,"2017-12-02","2018-01-06"
3693860,3352428,"2014-06-14","2014-07-19"
3698122,4522702,"2012-04-11","2012-04-14"
3699844,10547616,"2011-10-22","2011-11-23"
3699928,10896671,"2013-02-13","2013-02-13"
3700276,5031284,"2010-09-11","2010-10-16"
3700641,13371986,"2016-06-20","2016-06-20"
3702286,3155723,"2018-12-01","2019-01-12"
3702961,12705346,"2017-11-16","2018-04-08"
3703455,6176573,"2011-11-05","2011-11-05"
3703467,4036593,"2013-06-01","2013-07-07"
3706399,10174866,"2010-07-10","2010-08-14"
3709111,14153503,"2013-09-06","2013-11-24"
3709191,12330565,"2013-05-11","2013-05-11"
3710093,15552746,"2014-04-12","2014-04-12"
3711057,14369173,"2013-09-26","2013-12-08"
3712681,3708126,"2017-01-14","2017-02-25"
3713499,14221280,"2011-08-25","2012-02-24"
3718182,15797266,"2017-10-21","2017-11-25"
3723387,3255090,"2013-02-08","2013-03-16"
3724852,10000716,"2018-11-03","2018-11-29"
3725968,3708126,"2017-06-22","2017-07-29"
3727887,3816741,"2007-03-24","2007-04-21"
3742987,1540059,"2016-10-31","2016-11-28"
3744211,11856697,"2015-03-13","2015-04-18"
3745155,7729187,"2015-11-21","2016-01-09"
3746823,12757578,"2008-03-07","2008-04-19"
3747702,2204740,"2015-09-12","2015-09-12"
3752088,3816741,"2010-09-16","2010-10-30"
3752210,1647308,"2015-04-17","2015-04-18"
3752438,7535394,"2015-02-21","2015-03-21"
3755311,6618085,"2014-08-23","2014-11-30"
3763120,2754372,"2008-11-22","2008-12-22"
3763121,6474523,"2013-09-06","2013-10-26"
3763505,1153402,"2012-09-22","2012-09-22"
3763537,2797286,"2014-11-21","2014-12-27"
3765398,6618085,"2011-08-18","2011-08-18"
3765844,9960048,"2012-10-04","2012-11-11"
3767751,8692473,"2010-06-05","2010-07-03"
3769795,5764669,"2009-02-07","2009-03-01"
3771659,12757578,"2009-01-09","2009-01-20"
3772334,13329975,"2018-05-04","2018-05-04"
3773097,8372249,"2015-11-14","2015-11-14"
3774971,6394891,"2011-11-14","2012-01-13"
3777004,3352428,"2017-11-10","2017-11-10"
3779642,1664149,"2016-06-11","2016-08-31"
3781397,4334497,"2017-04-19","2017-04-19"
3783331,3708126,"2007-06-09","2007-07-07"
3783394,10547616,"2014-07-12","2014-08-16"
3784142,13867922,"2019-03-11","2019-04-08"
3788867,5231713,"2016-07-15","2016-09-02"
3789543,512846,"2008-07-10","2008-09-06"
3792365,14221280,"2019-06-07","2019-07-20"
3792413,1647308,"2013-12-18","2013-12-18"
3792531,2314006,"2010-01-20","2010-02-15"
3798300,6470334,"2016-08-19","2016-09-15"
3798893,476776,"2017-07-08","2017-08-11"
3799077,8692473,"2011-07-14","2011-08-13"
3809182,2575785,"2011-06-18","2011-06-18"
3810469,220855,"2014-01-09","2014-01-24"
3810488,9743125,"2017-06-08","2017-07-08"
3811141,10547616,"2013-09-07","2013-10-19"
3811255,1396764,"2012-10-25","2012-11-25"
3811590,2188428,"2019-03-16","2019-04-06"
3811994,5812647,"2015-10-01","2015-10-04"
3813167,8142945,"2011-06-11","2011-06-11"
3818876,712212,"2016-02-12","2016-03-12"
3822016,11544313,"2013-01-12","2013-01-12"
3822848,3550312,"2010-05-28","2010-06-30"
3824719,4036593,"2017-04-22","2017-05-28"
3828341,1540059,"2012-09-13","2012-10-19"
3830099,6906352,"2014-06-14","2014-06-14"
3832874,5546662,"2011-05-28","2011-06-18"
3837790,4747014,"2015-04-25","2015-04-25"
3839353,9976546,"2010-05-29","2010-05-29"
3839408,4036593,"2018-04-21","2018-05-27"
3841458,15797266,"2017-04-08","2017-05-13"
3841755,10547616,"2013-12-07","2014-01-11"
3843996,2838960,"2013-04-26","2013-05-25"
3844925,6569912,"2007-03-31","2007-03-31"
3845603,6569912,"2015-10-16","2015-10-16"
3846628,5976362,"2011-12-15","2011-12-15"
3847204,3155723,"2008-12-06","2009-01-10"
3848962,8848008,"2011-04-23","2011-04-23"
3851098,5527059,"2009-03-14","2009-04-18"
3851470,5903412,"2015-06-04","2015-06-28"
3855218,7049963,"2019-07-06","2019-07-27"
3859923,15967180,"2007-04-14","2007-04-14"
3860701,6618085,"2013-11-23","2013-11-23"
3862370,3255090,"2011-01-07","2011-02-12"
3863774,5231713,"2018-11-16","2018-01-04"
3864296,9041257,"2013-12-21","2013-12-21"
3864364,12330565,"2010-09-12","2010-09-12"
3868105,3155723,"2007-11-08","2007-11-28"
3869283,6022610,"2012-03-09","2012-04-22"
3870537,1647308,"2014-07-26","2014-08-09"
3871200,12292027,"2009-04-24","2009-05-12"
3877201,9960048,"2017-10-07","2017-10-07"
3879967,13236364,"2014-02-22","2014-03-22"
3882436,3155723,"2012-01-28","2012-03-03"
3882881,2857335,"2013-06-01","2013-06-29"
3884545,14330106,"2012-02-10","2012-03-10"
3889306,10711215,"2012-02-17","2012-03-18"
3892932,16545239,"2011-01-22","2011-02-27"
3893527,59280,"2017-09-23","2018-02-25"
3893567,2797286,"2016-07-15","2016-08-13"
3895003,8372249,"2015-08-01","2015-08-02"
3895648,8573380,"2011-02-19","2011-03-19"
3895788,13020476,"2013-10-25","2013-11-30"
3896590,10434253,"2018-03-24","2018-04-13"
3897649,3708126,"2011-09-10","2011-10-08"
3902518,3352428,"2016-08-27","2016-09-28"
3907377,5031284,"2015-05-02","2015-05-30"
3908178,4011713,"2010-06-18","2010-06-18"
3909040,4036593,"2011-11-26","2012-01-15"
3909208,15075089,"2012-12-01","2012-12-01"
3909831,13371986,"2013-03-01","2013-03-01"
3911767,4578810,"2015-09-19","2015-12-19"
3912705,4202457,"2012-01-18","2012-02-12"
3914184,15123524,"2018-10-16","2018-11-08"
3917972,4334497,"2012-06-15","2012-06-15"
3923409,5619990,"2008-12-15","2008-12-15"
3924549,14746351,"2014-05-10","2014-06-20"
3927119,8856522,"2018-02-10","2018-02-10"
3928021,13952082,"2013-11-01","2014-01-04"
3930286,15797266,"2014-03-29","2014-04-26"
3930594,9960048,"2016-01-16","2016-05-14"
3932026,4531890,"2015-12-05","2015-12-05"
3932319,13836756,"2018-03-30","2018-03-30"
3933833,512846,"2007-12-01","2008-01-12"
3935453,9634931,"2010-06-26","2010-06-26"
3935918,14153503,"2015-05-09","2015-05-09"
3940672,15100653,"2010-02-06","2010-03-14"
3941264,5812647,"2011-10-21","2011-10-21"
3942924,9081322,"2012-05-19","2012-05-19"
3946687,5903810,"2011-09-07","2011-09-07"
3946804,3255090,"2008-10-17","2008-12-19"
3947819,12330565,"2007-10-21","2008-01-27"
3948415,7898351,"2015-09-24","2015-10-23"
3948481,3708126,"2008-03-22","2008-03-31"
3950699,5812647,"2014-05-24","2014-05-24"
3952858,6022610,"2008-11-07","2009-01-10"
3955637,7546246,"2014-12-05","2014-12-05"
3955881,3816741,"2012-02-03","2012-03-31"
3957634,2797286,"2015-05-01","2015-05-23"
3957724,14221280,"2016-03-04","2016-03-04"
3958468,1153402,"2017-11-30","2017-11-30"
3960620,15882381,"2014-03-13","2014-03-30"
3960838,6617588,"2013-05-04","2013-05-04"
3962750,10174866,"2012-05-25","2012-07-31"
3963482,11659247,"2016-12-10","2016-12-10"
3967949,7898351,"2019-02-28","2019-03-16"
3970451,13371986,"2016-06-05","2016-06-05"
3971002,10137684,"2018-11-03","2018-11-03"
3971159,2797286,"2009-02-13","2009-03-14"
3971778,8856522,"2017-03-26","2017-04-23"
3973036,7729187,"2018-05-26","2018-07-21"
3973314,1153402,"2010-06-15","2010-06-15"
3974205,3143806,"2011-01-15","2011-02-12"
3979240,3035397,"2007-07-14","2007-09-06"
3980039,4011713,"2011-09-17","2011-09-17"
3985267,10174866,"2007-04-28","2007-05-26"
3985362,3843275,"2018-12-01","2018-12-01"
3987965,13360907,"2008-10-14","2008-10-30"
3988048,14258737,"2019-03-02","2019-04-27"
3993252,11786582,"2016-02-11","2016-02-25"
3996707,11856697,"2014-12-13","2015-01-10"
3996779,11000839,"2008-10-25","2008-12-01"
4000547,10000716,"2015-02-07","2015-03-05"
4009740,1770792,"2015-10-09","2015-10-31"
4011022,8298559,"2014-01-16","2014-01-16"
4011844,9576675,"2011-12-03","2012-01-01"
4013393,6618085,"2014-12-12","2015-03-13"
4013838,1300447,"2016-08-23","2016-08-23"
4014479,12295343,"2007-03-24","2007-04-17"
4014897,7729187,"2013-11-02","2013-12-07"
4014965,3035397,"2008-11-15","2009-01-23"
4017181,6450183,"2014-11-02","2014-12-20"
4019880,2857335,"2013-01-05","2013-01-27"
4020362,14153503,"2018-10-09","2018-10-27"
4021742,1737223,"2019-05-10","2019-07-14"
4022817,7729187,"2017-11-18","2018-01-13"
4025647,14088458,"2016-04-02","2016-05-03"
4026881,2575785,"2014-08-02","2014-08-02"
4027212,2188428,"2016-08-26","2016-09-04"
4031309,13371986,"2018-02-21","2018-02-21"
4031346,10547616,"2012-12-01","2013-01-05"
4031546,14221280,"2011-09-09","2011-11-12"
4033448,863478,"2012-10-05","2012-10-05"
4033587,10534432,"2016-10-06","2016-10-06"
4034830,3143806,"2007-02-03","2007-03-10"
4036150,10227742,"2013-12-14","2013-12-14"
4037642,6450183,"2018-12-01","2018-12-18"
4038740,2271027,"2012-09-13","2012-10-18"
4044947,1153402,"2009-03-27","2009-06-21"
4048400,2838960,"2016-10-15","2016-11-12"
4050994,14153503,"2012-03-16","2012-04-20"
4052000,12292027,"2009-07-11","2009-08-15"
4054105,5619990,"2016-12-08","2016-12-08"
4055914,13952082,"2009-08-28","2009-08-29"
4056122,16441946,"2019-05-31","2019-05-31"
4057831,4451265,"2015-11-07","2016-01-03"
4062585,13360907,"2010-02-09","2010-02-25"
4063731,6394891,"2013-09-21","2013-09-21"
4064725,9927925,"2012-01-19","2012-02-24"
4064833,2959161,"2016-11-05","2016-12-03"
4067434,59280,"2016-08-18","2016-08-21"
4069642,2575785,"2011-06-12","2011-06-12"
4070539,3352428,"2016-02-19","2016-02-20"
4071952,12952164,"2008-05-03","2008-06-02"
4072892,14369173,"2008-04-24","2008-05-10"
4073756,11860572,"2018-07-14","2018-08-25"
4074507,3887462,"2012-02-03","2012-03-10"
4079215,1747891,"2008-07-26","2008-08-22"
4079822,8692473,"2019-01-12","2019-02-16"
4081002,5764669,"2008-03-08","2008-04-03"
4081113,5903412,"2015-04-09","2015-05-09"
4081926,8142945,"2015-12-12","2015-12-12"
4083944,5527059,"2011-01-29","2011-03-05"
4084095,6478977,"2011-07-15","2011-08-08"
4086066,12292027,"2010-05-08","2010-06-11"
4091837,1729644,"2017-04-21","2017-06-03"
4096945,5031284,"2017-09-14","2017-10-14"
4097907,13236364,"2015-05-02","2015-05-28"
4099088,11058957,"2013-01-24","2013-04-13"
4100720,16399049,"2010-07-31","2010-07-31"
4102816,6567283,"2007-03-03","2007-04-28"
4104997,9576675,"2019-04-06","2019-04-30"
4106511,13936768,"2013-05-14","2013-05-14"
4108645,11856697,"2016-03-11","2016-04-16"
4110641,14858902,"2010-10-23","2010-11-27"
4112498,3352428,"2015-03-20","2015-04-25"
4114255,12330565,"2015-01-23","2015-02-01"
4116246,512846,"2017-10-26","2017-12-14"
4117138,12330565,"2017-10-13","2017-10-15"
4118053,2857335,"2012-05-05","2012-05-27"
4118244,13275212,"2014-09-21","2014-09-21"
4119933,6618085,"2018-03-17","2018-03-17"
4121628,3708126,"2015-04-11","2015-05-30"
4122420,512846,"2008-12-02","2009-01-10"
4126305,1396764,"2007-09-27","2007-10-20"
4128676,4036593,"2018-01-13","2018-02-25"
4131173,9743125,"2016-08-19","2016-10-22"
4132619,11058957,"2014-07-17","2014-07-17"
4133580,712212,"2010-06-19","2010-07-17"
4134686,8917048,"2012-03-03","2012-06-03"
4135268,2857335,"2015-11-07","2015-12-02"
4136147,1102985,"2011-09-02","2011-09-22"
4136512,4993577,"2011-10-08","2011-11-18"
4136788,7535394,"2014-01-18","2014-02-15"
4137676,14199188,"2015-01-22","2015-02-25"
4138972,476776,"2019-02-23","2019-03-23"
4139284,2797286,"2012-05-12","2012-06-09"
4139494,11856697,"2016-03-11","2016-04-16"
4140829,14858902,"2011-04-30","2011-05-28"
4141673,6495752,"2014-03-29","2014-04-26"
4143654,12757804,"2018-05-05","2018-05-06"
4146665,1145359,"2013-10-03","2013-11-30"
4150144,6569912,"2013-05-18","2013-08-24"
4153242,7729187,"2010-07-17","2010-07-17"
4153329,14258737,"2014-09-04","2014-09-20"
4153489,8692473,"2018-01-13","2018-02-17"
4154594,7898351,"2015-02-05","2015-03-01"
4154934,4036593,"2017-03-04","2017-04-16"
4157103,6569912,"2012-08-28","2012-12-04"
4158829,16012922,"2018-11-07","2018-11-07"
4159740,3887486,"2014-10-04","2014-10-04"
4160635,10547616,"2009-10-24","2009-11-28"
4163472,7729187,"2014-09-06","2014-10-18"
4164309,8298780,"2018-11-29","2018-11-29"
4165861,13952082,"2018-01-19","2018-03-03"
4167468,1540059,"2007-05-03","2007-06-08"
4167835,3035397,"2010-07-10","2010-08-07"
4169558,15773159,"2008-02-21","2008-03-15"
4170062,6029270,"2010-12-02","2010-12-30"
4170169,9976546,"2010-11-06","2010-12-01"
4173623,2797286,"2019-01-11","2019-02-09"
4173699,220855,"2017-12-06","2018-01-03"
4175492,6480276,"2017-07-31","2017-08-26"
4176210,5231713,"2019-01-11","2019-02-09"
4179589,6618085,"2013-08-29","2013-08-29"
4181727,6798720,"2008-10-11","2008-10-18"
4181729,4334497,"2009-11-14","2010-02-21"
4181786,8582368,"2018-09-13","2018-09-13"
4183131,14221280,"2008-05-03","2008-06-13"
4184060,9743125,"2013-02-09","2013-04-02"
4185318,14221280,"2018-11-16","2019-01-12"
4185947,15823095,"2011-08-28","2011-08-28"
4186597,13275212,"2012-04-26","2012-04-26"
4187207,6567283,"2013-08-24","2013-08-24"
4189786,2575785,"2013-01-01","2013-01-01"
4197079,3155723,"2017-10-21","2017-11-22"
4199733,1077923,"2016-09-07","2016-09-07"
4200803,4036593,"2014-01-18","2014-03-02"
4201805,2838960,"2013-11-08","2013-11-09"
4205328,6022610,"2011-07-20","2011-07-20"
4214701,4578810,"2008-09-12","2008-11-09"
4217828,13695903,"2016-09-30","2016-11-04"
4219763,4169497,"2007-04-27","2007-06-22"
4221663,10137684,"2018-06-01","2018-09-02"
4222067,3430069,"2015-03-14","2015-04-25"
4223878,558770,"2015-10-28","2016-01-03"
4224162,4362617,"2012-10-20","2012-11-15"
4228455,3035397,"2010-05-15","2010-07-09"
4230810,10547616,"2010-06-05","2010-07-03"
4231155,1261491,"2013-03-24","2013-03-24"
4231739,1077923,"2013-05-06","2013-05-06"
4233814,1831244,"2014-12-13","2014-12-13"
4237076,7729187,"2011-10-01","2011-11-05"
4240015,15100653,"2008-01-19","2008-02-23"
4244787,8848008,"2010-03-13","2010-05-06"
4247904,6569912,"2017-03-27","2017-03-27"
4248454,3887462,"2013-06-01","2013-06-01"
4249386,476776,"2017-05-20","2017-07-01"
4249788,4731788,"2007-10-13","2007-11-03"
4268559,9576675,"2008-10-04","2008-10-26"
4268993,12757578,"2009-09-19","2009-11-07"
4269029,16399049,"2011-03-10","2011-04-23"
4270255,6450183,"2012-11-01","2012-11-28"
4270836,8843294,"2011-02-24","2011-03-10"
4271488,4202457,"2012-03-16","2012-04-29"
4274635,2797286,"2011-01-07","2011-02-05"
4279821,712212,"2014-05-09","2014-06-07"
4281871,113940,"2008-01-19","2008-02-23"
4282663,512846,"2014-01-17","2014-02-22"
4284155,1647308,"2018-01-13","2018-01-14"
4284944,15901858,"2012-12-28","2012-12-28"
4284994,4024092,"2013-05-03","2013-06-15"
4288065,14221280,"2018-01-26","2018-03-10"
4290193,5340658,"2018-02-23","2018-03-17"
4290523,1077923,"2015-01-23","2015-01-23"
4291767,4036593,"2013-11-12","2013-11-12"
4292038,5527059,"2013-10-12","2013-11-16"
4293265,4036593,"2019-01-19","2019-03-03"
4293656,1647308,"2013-02-16","2013-02-16"
4297654,2977656,"2013-11-30","2013-11-30"
4298121,3463717,"2016-04-22","2016-05-28"
4298571,12330565,"2008-07-13","2008-10-19"
4300088,218224,"2012-03-16","2012-04-20"
4302642,12330565,"2015-06-05","2015-06-20"
4302932,6618085,"2007-05-06","2007-05-06"
4307230,1150052,"2012-09-22","2012-09-22"
4309003,512846,"2017-03-23","2017-05-04"
4309083,1153402,"2008-04-11","2008-12-31"
4309243,4578810,"2010-01-09","2010-03-05"
4311795,7729187,"2010-05-15","2010-06-17"
4312281,5811036,"2007-03-10","2007-03-31"
4313713,220855,"2017-10-26","2017-11-25"
4314472,13952082,"2011-04-16","2011-05-15"
4315255,15938756,"2009-07-09","2009-08-14"
4315444,9873468,"2010-01-15","2010-03-06"
4316517,14221280,"2012-01-13","2012-02-24"
4317022,2575785,"2017-04-02","2017-04-02"
4321117,6569912,"2014-04-25","2014-05-10"
4322708,13371986,"2009-08-15","2009-09-13"
4329797,12292027,"2007-08-25","2007-09-22"
4330951,14153503,"2016-04-30","2016-05-01"
4333979,14088458,"2018-07-28","2018-07-28"
4335135,13952082,"2010-07-09","2010-08-21"
4335335,1657885,"2017-06-17","2017-06-19"
4336156,12026929,"2018-11-12","2018-11-12"
4336282,1153402,"2017-08-11","2018-01-28"
4337751,3781505,"2017-09-01","2017-10-20"
4339083,4334497,"2017-04-12","2017-04-12"
4340393,96395,"2009-11-21","2009-11-21"
4340684,1540059,"2013-04-17","2013-05-17"
4346956,6618085,"2018-10-24","2018-10-24"
4348060,6669651,"2018-07-18","2018-07-18"
4349240,1077923,"2017-04-17","2017-04-17"
4349431,5392379,"2012-11-02","2012-11-02"
4349537,9743125,"2013-04-05","2013-05-08"
4352003,7729187,"2016-01-30","2016-03-12"
4352403,6567283,"2011-08-13","2011-08-13"
4352868,1540059,"2017-12-06","2018-01-05"
4355359,3255090,"2009-04-03","2009-05-16"
4356286,476776,"2017-09-09","2017-10-14"
4357446,13952082,"2011-01-15","2011-02-19"
4360216,1540059,"2015-10-28","2015-11-20"
4362121,15773159,"2015-02-15","2015-02-20"
4363549,12330565,"2015-01-31","2016-01-30"
4366131,5619990,"2007-05-31","2007-07-20"
4367899,3708126,"2009-09-19","2009-10-01"
4369124,13236364,"2015-12-11","2016-01-09"
4369864,6569912,"2014-04-04","2014-04-19"
4370745,15100653,"2010-07-09","2010-08-07"
4373861,7729187,"2018-03-17","2018-04-21"
4374665,12330565,"2007-04-01","2007-04-01"
4377183,15997428,"2009-08-27","2009-09-25"
4377518,1212828,"2012-06-02","2012-06-02"
4378008,7879153,"2017-10-21","2017-10-22"
4379333,15797266,"2015-01-17","2015-02-14"
4381759,8856522,"2016-11-12","2016-11-13"
4383885,3155723,"2008-10-25","2008-11-22"
4386325,10229094,"2017-01-27","2017-06-04"
4388478,4362617,"2008-05-17","2008-06-14"
4391584,14330106,"2012-05-11","2012-07-28"
4392881,2575785,"2013-02-09","2013-03-15"
4393100,1077923,"2017-08-27","2017-08-27"
4394080,14867376,"2018-06-30","2018-07-28"
4394510,14858902,"2008-10-25","2008-11-29"
4395910,15040341,"2019-08-30","2019-09-14"
4396540,15823095,"2011-09-08","2011-09-08"
4396801,416130,"2016-11-02","2016-12-12"
4397711,5340658,"2017-01-06","2017-02-03"
4402515,10000716,"2011-09-03","2011-09-30"
4404573,8372249,"2015-05-08","2015-05-31"
4407362,2974930,"2015-09-16","2015-09-16"
4408249,11856697,"2016-05-06","2016-06-11"
4412836,3155723,"2011-10-22","2011-11-26"
4415365,14858902,"2012-01-14","2012-03-17"
4415520,5081784,"2009-12-05","2009-12-27"
4417029,5527059,"2012-02-16","2012-03-10"
4417173,15396114,"2017-09-23","2017-09-24"
4417959,11856697,"2013-10-21","2013-11-09"
4418598,16198179,"2010-08-07","2010-08-07"
4420005,12330565,"2009-03-01","2009-05-17"
4422290,11533392,"2015-09-02","2015-09-02"
4422317,5764669,"2008-03-29","2008-04-23"
4423711,7535394,"2019-04-06","2019-05-11"
4426833,11058957,"2015-11-07","2015-11-07"
4433483,15901858,"2012-08-20","2012-08-20"
4435621,4004618,"2012-11-10","2012-11-10"
4436995,16761048,"2012-02-16","2012-02-16"
4438438,3029537,"2018-03-24","2018-03-24"
4439911,9041257,"2013-04-05","2013-04-20"
4440731,7535394,"2018-10-20","2018-11-21"
